,Postcode,Target,Large User,Total households,Population aged 65+,Females,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,Mean Income,Median Income,Mode Income,Lower Quartile,OA11CD,Clusters
11,NW14PT,1,0.0,0.4444444444444444,0.2777777777777778,0.42592592592592593,0.07142857142857142,0.2,0.25,0.1111111111111111,0.42857142857142855,0.0,0.0,0.0,0.0,0.5686274509803921,0.25,0.375,0.3333333333333333,0.125,0.5,0.07692307692307693,0.1111111111111111,0.3333333333333333,0.0,0.2692307692307692,0.3625,0.4,0.3090909090909091,0.4090909090909091,0.43902439024390244,0.7513340448239061,0.74486008,1.0,0.7146455075862775,E00023816,2
12,NW14QA,0,0.0,0.32098765432098764,0.2638888888888889,0.3148148148148148,0.14285714285714285,0.3,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.16666666666666666,0.0,0.0,0.0,0.3137254901960784,0.25,0.21875,0.1111111111111111,0.125,0.16666666666666666,0.07692307692307693,0.1111111111111111,0.0,0.0,0.19230769230769232,0.2125,0.25,0.18181818181818182,0.25,0.1951219512195122,0.7214514407684098,0.7147353924705883,1.0,0.6831897684591859,E00023884,2
13,NW14QB,0,0.0,0.2716049382716049,0.2638888888888889,0.2716049382716049,0.14285714285714285,0.325,0.16666666666666666,0.3333333333333333,0.42857142857142855,0.16666666666666666,0.3333333333333333,0.5,0.0,0.23529411764705882,0.25,0.1875,0.1111111111111111,0.125,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.1346153846153846,0.1375,0.275,0.12727272727272726,0.14772727272727273,0.1951219512195122,0.6125933831376734,0.5915276558823529,0.29545454545454547,0.5441194477464,E00023884,2
14,NW14QD,0,0.0,0.19753086419753085,0.20833333333333334,0.24074074074074073,0.14285714285714285,0.225,0.16666666666666666,0.2222222222222222,0.42857142857142855,0.0,0.0,0.0,0.0,0.20915032679738563,0.25,0.1875,0.1111111111111111,0.125,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.1346153846153846,0.15,0.225,0.10909090909090909,0.13636363636363635,0.17073170731707318,0.6339381003201707,0.6113335387058824,0.29545454545454547,0.5592643581293996,E00023884,2
15,NW14QE,0,0.0,0.25925925925925924,0.2777777777777778,0.29012345679012347,0.14285714285714285,0.35,0.16666666666666666,0.3333333333333333,0.42857142857142855,0.16666666666666666,0.3333333333333333,0.5,1.0,0.23529411764705882,0.25,0.1875,0.1111111111111111,0.125,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.1346153846153846,0.15,0.275,0.12727272727272726,0.14772727272727273,0.1951219512195122,0.5368196371398078,0.5132450330588235,0.29545454545454547,0.4616535848142451,E00023884,2
16,NW14QP,0,0.0,0.08024691358024691,0.0,0.06790123456790123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718954248366013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.075,0.05,0.03636363636363636,0.06818181818181818,0.07317073170731707,0.767342582710779,0.763271162117647,1.0,0.7696107489601337,E00023919,0
17,NW14RB,0,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.024390243902439025,0.9413020277481323,0.9663865545882352,1.0,0.9867219917831304,E00023919,4
18,NW14RD,0,0.0,0.3148148148148148,0.20833333333333334,0.29012345679012347,0.14285714285714285,0.2,0.16666666666666666,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.3202614379084967,0.25,0.21875,0.1111111111111111,0.25,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.1625,0.35,0.18181818181818182,0.1590909090909091,0.34146341463414637,0.5709711846318036,0.5517413764705882,0.29545454545454547,0.5058715426311926,E00023919,2
19,NW14RH,0,0.0,0.13580246913580246,0.06944444444444445,0.1419753086419753,0.07142857142857142,0.075,0.08333333333333333,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.12418300653594772,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.09615384615384616,0.0875,0.15,0.05454545454545454,0.07954545454545454,0.12195121951219512,0.43649946638207043,0.41437908494117653,0.20454545454545456,0.3777989608653775,E00023904,2
20,NW14RJ,0,0.0,0.14814814814814814,0.18055555555555555,0.24074074074074073,0.14285714285714285,0.225,0.16666666666666666,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.0,0.0,0.24836601307189543,0.125,0.125,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.11538461538461539,0.1125,0.3,0.12727272727272726,0.14772727272727273,0.2682926829268293,0.9423692636072573,0.962785114,1.0,0.9556992922743318,E00023919,2
21,NW14RP,0,0.0,0.13580246913580246,0.125,0.16666666666666666,0.07142857142857142,0.125,0.16666666666666666,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.20261437908496732,0.125,0.125,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.07692307692307693,0.1,0.2,0.10909090909090909,0.11363636363636363,0.21951219512195122,0.7876200640341515,0.7798319328235295,1.0,0.7469751387466369,E00023919,2
22,NW14RT,0,0.0,0.024691358024691357,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457516339869281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.05,0.0,0.03409090909090909,0.07317073170731707,0.9626467449306296,0.9779411764705882,1.0,0.975977287653608,E00023919,3
23,NW14RY,1,1.0,0.012345679012345678,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.01818181818181818,0.022727272727272728,0.0,0.6296691568836713,0.6199095022352942,0.3409090909090909,0.5888924354928541,E00023922,3
24,NW14SH,0,0.0,0.1111111111111111,0.08333333333333333,0.11728395061728394,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0625,0.15,0.05454545454545454,0.056818181818181816,0.14634146341463414,0.6382070437566703,0.6086196855294117,0.29545454545454547,0.5387275243061184,E00023919,2
25,NW14SJ,0,0.0,0.18518518518518517,0.09722222222222222,0.20987654320987653,0.07142857142857142,0.125,0.08333333333333333,0.1111111111111111,0.14285714285714285,0.0,0.3333333333333333,0.0,0.0,0.22875816993464052,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.15,0.2,0.16363636363636364,0.17045454545454544,0.17073170731707318,0.6072572038420491,0.586764705882353,0.29545454545454547,0.5331950207122983,E00175211,2
26,NW14SL,0,0.0,0.2777777777777778,0.20833333333333334,0.2654320987654321,0.14285714285714285,0.2,0.16666666666666666,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.3137254901960784,0.25,0.21875,0.1111111111111111,0.25,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.1346153846153846,0.15,0.325,0.18181818181818182,0.1590909090909091,0.34146341463414637,0.624332977588047,0.6059893048235294,0.38636363636363635,0.5582209544031719,E00023919,2
27,NW14SN,0,0.0,0.4074074074074074,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.175,0.16666666666666666,0.0,0.14285714285714285,0.0,0.6666666666666666,0.0,0.0,0.35947712418300654,0.0,0.15625,0.2222222222222222,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.23076923076923078,0.3,0.2,0.23636363636363636,0.26136363636363635,0.24390243902439024,0.5901814300960512,0.5648652237647059,0.29545454545454547,0.5156350259141605,E00023904,3
28,NW15AB,0,0.0,0.1728395061728395,0.08333333333333333,0.1419753086419753,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16339869281045752,0.125,0.09375,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.11538461538461539,0.1,0.125,0.09090909090909091,0.11363636363636363,0.14634146341463414,0.6926360725720384,0.676847662117647,1.0,0.6246438034833729,E00023521,2
29,NW15AD,0,0.0,0.10493827160493827,0.05555555555555555,0.08641975308641975,0.0,0.05,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0625,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.057692307692307696,0.05,0.1,0.07272727272727272,0.06818181818181818,0.12195121951219512,0.6744930629669157,0.6563467491764706,1.0,0.6052505586726349,E00023521,1
30,NW15AE,0,0.0,0.21604938271604937,0.1527777777777778,0.21604938271604937,0.07142857142857142,0.125,0.08333333333333333,0.2222222222222222,0.14285714285714285,0.0,0.0,0.0,0.0,0.28104575163398693,0.125,0.1875,0.1111111111111111,0.125,0.5,0.0,0.0,0.0,0.0,0.15384615384615385,0.15,0.2,0.18181818181818182,0.19318181818181818,0.1951219512195122,0.6339381003201707,0.6119319765882353,0.38636363636363635,0.5616288966897617,E00023521,2
31,NW15AF,0,0.0,0.16666666666666666,0.1111111111111111,0.15432098765432098,0.07142857142857142,0.1,0.08333333333333333,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.1895424836601307,0.125,0.125,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.11538461538461539,0.1,0.125,0.12727272727272726,0.125,0.14634146341463414,0.6435432230522946,0.6269813314117647,0.38636363636363635,0.5848629767580799,E00023521,2
32,NW15AG,0,0.0,0.1419753086419753,0.08333333333333333,0.1419753086419753,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16993464052287582,0.125,0.09375,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.09615384615384616,0.1,0.125,0.10909090909090909,0.11363636363636363,0.14634146341463414,0.663820704375667,0.6505970809411765,0.4318181818181818,0.6089283160048903,E00023521,2
33,NW15AH,0,0.0,0.24691358024691357,0.1111111111111111,0.19753086419753085,0.0,0.05,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3006535947712418,0.125,0.1875,0.1111111111111111,0.125,0.5,0.0,0.0,0.0,0.0,0.19230769230769232,0.15,0.175,0.2,0.23863636363636365,0.17073170731707318,0.6691568836712913,0.6529668636470588,0.4318181818181818,0.6080754554405041,E00023521,2
34,NW15AL,0,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.022727272727272728,0.0,0.9413020277481323,0.9663865545882352,1.0,0.9867219917831304,E00023486,3
35,NW15AN,0,0.0,0.018518518518518517,0.013888888888888888,0.024691358024691357,0.0,0.025,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.025,0.0,0.01818181818181818,0.03409090909090909,0.0,0.5197438633938101,0.512254902,0.29545454545454547,0.4784751037741473,E00023486,3
36,NW15AQ,0,0.0,0.18518518518518517,0.1388888888888889,0.15432098765432098,0.07142857142857142,0.125,0.08333333333333333,0.1111111111111111,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.21568627450980393,0.125,0.15625,0.1111111111111111,0.125,0.3333333333333333,0.0,0.0,0.0,0.0,0.11538461538461539,0.1,0.125,0.14545454545454545,0.14772727272727273,0.14634146341463414,0.688367129135539,0.6740484429411765,1.0,0.6270977409275599,E00023521,2
37,NW15AW,0,0.0,0.10493827160493827,0.1388888888888889,0.1111111111111111,0.07142857142857142,0.1,0.08333333333333333,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.1437908496732026,0.25,0.1875,0.1111111111111111,0.125,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.057692307692307696,0.05,0.15,0.07272727272727272,0.045454545454545456,0.17073170731707318,0.48772678762006405,0.47717295870588233,0.29545454545454547,0.44267084425250375,E00023575,2
38,NW15AX,0,0.0,0.037037037037037035,0.0,0.030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.025,0.025,0.01818181818181818,0.056818181818181816,0.04878048780487805,0.5656350053361793,0.5476190476470588,0.29545454545454547,0.5044388690833559,E00023494,0
39,NW15AY,0,0.0,0.04938271604938271,0.041666666666666664,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10457516339869281,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0625,0.075,0.05454545454545454,0.056818181818181816,0.0975609756097561,0.528281750266809,0.4984520123529411,0.29545454545454547,0.44286372917783096,E00023494,1
40,NW15AZ,0,0.0,0.07407407407407407,0.08333333333333333,0.11728395061728394,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.25,0.15625,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.09615384615384616,0.0875,0.125,0.09090909090909091,0.11363636363636363,0.14634146341463414,0.6905016008537886,0.6789915965882353,1.0,0.6403296450697369,E00023494,1
41,NW15BA,0,0.0,0.037037037037037035,0.013888888888888888,0.06172839506172839,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0375,0.075,0.01818181818181818,0.03409090909090909,0.07317073170731707,0.5944503735325507,0.5756302521176471,0.29545454545454547,0.5355054697249382,E00023494,0
42,NW15BB,0,0.0,0.012345679012345678,0.013888888888888888,0.030864197530864196,0.0,0.025,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.032679738562091505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.025,0.0,0.01818181818181818,0.03409090909090909,0.024390243902439025,0.5218783351120597,0.5098039215294118,0.29545454545454547,0.5053697827597817,E00023494,3
43,NW15BD,0,0.0,0.037037037037037035,0.027777777777777776,0.06172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718954248366013,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.05,0.075,0.01818181818181818,0.045454545454545456,0.07317073170731707,0.6318036286019211,0.6191950464705883,0.38636363636363635,0.5784232365625247,E00023494,0
44,NW15BE,0,0.0,0.08024691358024691,0.041666666666666664,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.075,0.125,0.05454545454545454,0.07954545454545454,0.0975609756097561,0.5346851654215582,0.5230052416470589,0.29545454545454547,0.48825726145130766,E00023494,1
45,NW15BF,0,0.0,0.3765432098765432,0.1388888888888889,0.35802469135802467,0.0,0.125,0.0,0.1111111111111111,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.0,0.0,0.35947712418300654,0.0,0.15625,0.2222222222222222,0.0,0.16666666666666666,0.07692307692307693,0.1111111111111111,0.0,0.0,0.25,0.35,0.225,0.2545454545454545,0.3409090909090909,0.12195121951219512,0.6627534685165422,0.6464296948235294,0.4318181818181818,0.6040078485024073,E00023920,0
46,NW15BG,0,0.0,0.06790123456790123,0.013888888888888888,0.043209876543209874,0.0,0.025,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0457516339869281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.025,0.025,0.01818181818181818,0.03409090909090909,0.07317073170731707,0.6894343649946638,0.675070028,1.0,0.6289450522389165,E00023494,0
47,NW15BJ,0,0.0,0.08024691358024691,0.041666666666666664,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12418300653594772,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.075,0.125,0.05454545454545454,0.07954545454545454,0.12195121951219512,0.6232657417289221,0.6078431372941177,0.38636363636363635,0.5758059369150047,E00023494,0
48,NW15BL,0,0.0,0.06790123456790123,0.05555555555555555,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568627450980392,0.25,0.125,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0875,0.1,0.07272727272727272,0.10227272727272728,0.14634146341463414,0.567769477054429,0.5344537815294118,0.29545454545454547,0.47053416678178706,E00023494,1
49,NW15BN,0,0.0,0.06790123456790123,0.06944444444444445,0.09876543209876543,0.07142857142857142,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.075,0.1,0.05454545454545454,0.07954545454545454,0.07317073170731707,0.5144076840981857,0.4875,0.29545454545454547,0.43948824340991605,E00023494,1
50,NW15BQ,0,0.0,0.07407407407407407,0.06944444444444445,0.09876543209876543,0.07142857142857142,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.075,0.1,0.05454545454545454,0.07954545454545454,0.07317073170731707,0.6744930629669157,0.6563958916470588,1.0,0.5784232365625247,E00023494,1
51,NW15BU,1,0.0,0.13580246913580246,0.09722222222222222,0.15432098765432098,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1830065359477124,0.125,0.125,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.11538461538461539,0.075,0.225,0.14545454545454545,0.07954545454545454,0.1951219512195122,0.3489861259338314,0.3218161050588235,0.1590909090909091,0.2754542595000377,E00023575,2
52,NW15BY,0,0.0,0.07407407407407407,0.06944444444444445,0.08641975308641975,0.07142857142857142,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.09803921568627451,0.125,0.09375,0.1111111111111111,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.057692307692307696,0.05,0.1,0.03636363636363636,0.045454545454545456,0.12195121951219512,0.39167556029882605,0.37637088729411766,0.20454545454545456,0.34465959739789703,E00023579,1
53,NW15DA,0,0.0,0.21604938271604937,0.08333333333333333,0.16666666666666666,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.20261437908496732,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.1125,0.2,0.12727272727272726,0.125,0.21951219512195122,0.343649946638207,0.32486274505882357,0.1590909090909091,0.295441015717464,E00023578,2
54,NW15DB,0,0.0,0.10493827160493827,0.05555555555555555,0.08024691358024691,0.07142857142857142,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08496732026143791,0.125,0.0625,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.05,0.1,0.03636363636363636,0.045454545454545456,0.0975609756097561,0.37139807897545357,0.3606442576470588,0.1590909090909091,0.328649566259639,E00023575,1
55,NW15DD,0,0.0,0.04938271604938271,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.05,0.075,0.05454545454545454,0.045454545454545456,0.07317073170731707,0.41302027748132336,0.4020848845882353,0.20454545454545456,0.3722723944458317,E00023578,0
56,NW15DE,0,0.0,0.16049382716049382,0.08333333333333333,0.1419753086419753,0.07142857142857142,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1830065359477124,0.125,0.125,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.11538461538461539,0.075,0.2,0.12727272727272726,0.09090909090909091,0.1951219512195122,0.4429028815368196,0.4231948703529412,0.20454545454545456,0.38311497374133735,E00023575,2
57,NW15DF,0,0.0,0.030864197530864196,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032679738562091505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.025,0.0,0.01818181818181818,0.03409090909090909,0.024390243902439025,0.3319103521878335,0.31045751635294117,0.1590909090909091,0.2843509187414399,E00023578,0
58,NW15DP,0,0.0,0.12345679012345678,0.06944444444444445,0.16049382716049382,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.2679738562091503,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.125,0.15,0.2,0.14772727272727273,0.2926829268292683,0.5602988260405549,0.5430520034117647,0.29545454545454547,0.4974674488836072,E00023487,2
59,NW15DR,1,0.0,0.2037037037037037,0.1388888888888889,0.24691358024691357,0.14285714285714285,0.15,0.16666666666666666,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.27450980392156865,0.125,0.125,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.1346153846153846,0.125,0.375,0.21818181818181817,0.125,0.3170731707317073,0.32017075773745995,0.27024995305882354,0.11363636363636363,0.2163652126071672,E00023575,2
