,Target,AGE,S1,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q11a,Q11b,Q11c,Q11d,Q11e,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q20,Q21,Q22,Q25,Q26a,Q26b,Q26c,Q26d,Q26e,Q26f,Q26g,Q26h,Q26i,Q26j,Q26k,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q35,Q36a,Q36b,Q36c,Q31,Q37a,Q38,Postcode_clean,Ward,OutputArea
15,0.0,25.0,1.0,Working - Full Time (30+ HRS),White - British,1,5,1,5,1,6,1,3,3,5,6,3,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,Rents (With Or Without Housing Benefit),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,3.0,0.0,0.0,3,8,7,8,8,2,2.0,2.0,NHS GP Elsewhere in London,1.0,8,W22NR,Hyde Park,E00023634
16,0.0,31.0,1.0,Working - Full Time (30+ HRS),White - Western European (type in),2,5,4,5,1,1,4,4,4,5,6,2,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0,2.0,0.0,0.0,3,8,8,8,6,1,1.0,1.0,NHS GP in the Westminster City Council Area,0.0,3,W22SB,Hyde Park,E00023631
17,0.0,58.0,0.0,Home maker,White - Eastern European  (type in),5,5,6,5,3,6,4,4,4,4,6,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0,2.0,3.0,0.0,3,8,8,8,8,1,1.0,1.0,NHS GP in the Westminster City Council Area,0.0,8,W22LG,Hyde Park,E00023629
18,0.0,85.0,1.0,Retired,White - British,1,1,6,1,1,6,5,5,5,5,6,3,1.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,6,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Owns Outright,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,0.0,1.0,0.0,0.0,1,10,10,10,7,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,8,W22SB,Hyde Park,E00023631
19,0.0,45.0,0.0,Working - Full Time (30+ HRS),Mixed - White and Black - Caribbean,5,5,4,5,3,6,4,5,4,4,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,29.0,0.0,2.0,0.0,0.0,3,7,8,9,5,2,2.0,2.0,NHS GP in the Westminster City Council Area,1.0,9,W22TP,Hyde Park,E00023631
20,0.0,25.0,0.0,Working - Part Time (8 - 16 HRS),Other Ethnic groups - Arab,3,3,2,3,6,6,4,3,3,4,6,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1.0,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,0.0,2.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,Live Here Rent Free,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,0.0,3.0,0.0,0.0,3,9,9,9,2,1,1.0,1.0,NHS GP in the Westminster City Council Area,0.0,6,W22RJ,Hyde Park,E00023628
21,0.0,55.0,1.0,Working - Full Time (30+ HRS),White - British,3,4,3,4,2,6,4,5,5,4,6,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1,0.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,5.0,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Owns With A Mortgage Or Loan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,0.0,2.0,0.0,0.0,3,9,8,9,7,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W22LU,Hyde Park,E00023640
22,0.0,43.0,1.0,Working - Part Time (8 - 16 HRS),Asian or Asian British - Indian,3,3,2,3,6,6,3,5,3,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,Live Here Rent Free,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1048.0,6.0,2.0,0.0,3,4,4,5,9,3,3.0,3.0,NHS GP in the Westminster City Council Area,0.0,9,W22JW,Hyde Park,E00023634
23,0.0,35.0,0.0,Working - Full Time (30+ HRS),White - British,4,4,3,4,1,6,4,5,4,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1.0,6,0.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,5.0,,,,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,Rents (With Or Without Housing Benefit),3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,0.0,1.0,0.0,0.0,3,9,9,7,3,2,2.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W22RH,Hyde Park,E00023628
24,0.0,32.0,1.0,Working - Full Time (30+ HRS),White - British,4,4,4,4,2,6,3,4,3,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1048.0,2.0,0.0,0.0,3,8,8,8,7,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,7,W1U6BU,Bryanston and Dorset Square,E00023526
25,0.0,,0.0,Working - Full Time (30+ HRS),Asian or Asian British - Chinese ,1,1,1,2,1,1,2,2,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,5,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,3,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,2.0,0.0,0.0,3,8,6,6,4,1,1.0,1.0,NHS GP Elsewhere in London,0.0,5,REF,Bryanston and Dorset Square,
26,0.0,,1.0,Working - Full Time (30+ HRS),Black or Black British - African ,3,3,3,3,5,6,2,2,2,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Owns With A Mortgage Or Loan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,0.0,3.0,0.0,0.0,3,10,9,9,4,1,1.0,1.0,NHS GP in the Westminster City Council Area,0.0,9,W1U6BX,Bryanston and Dorset Square,E00023526
27,0.0,,0.0,Working - Full Time (30+ HRS),White - British,1,1,1,1,1,1,1,1,1,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,0.0,2.0,0.0,0.0,3,9,9,9,3,4,1.0,1.0,NHS GP in the Westminster City Council Area,0.0,8,W1U6BU,Bryanston and Dorset Square,E00023526
28,0.0,23.0,0.0,Working - Full Time (30+ HRS),White - Western European (type in),2,2,1,4,2,1,1,2,2,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,Rents (With Or Without Housing Benefit),2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,0.0,3.0,0.0,0.0,3,10,10,9,6,1,1.0,1.0,None of these,0.0,1,W1U6BX,Bryanston and Dorset Square,E00023526
29,0.0,31.0,0.0,Full-Time Student,White - Eastern European  (type in),4,4,3,3,2,4,1,1,5,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,3,Rents (With Or Without Housing Benefit),2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,3,10,10,10,1,2,1.0,2.0,None of these,0.0,3,W1U6BX,Bryanston and Dorset Square,E00023526
30,0.0,,0.0,Working - Full Time (30+ HRS),White - British,3,3,1,1,1,1,3,3,3,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,Owns Outright,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,0.0,4.0,0.0,0.0,3,9,9,9,8,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W1U6BX,Bryanston and Dorset Square,E00023526
31,0.0,74.0,1.0,Retired,Asian or Asian British - Pakistani,3,3,6,3,3,6,4,4,3,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1.0,2,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Owns Outright,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,0.0,2.0,0.0,0.0,3,10,10,9,4,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,W1U6BX,Bryanston and Dorset Square,E00023526
32,0.0,19.0,1.0,Full-Time Student,White - Western European (type in),1,1,1,1,1,1,3,3,1,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,5,Rents A Room In A Shared Property,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,42.0,0.0,3.0,3.0,1.0,3,9,9,10,1,1,1.0,1.0,(Don't know),0.0,2,NW16BA,Bryanston and Dorset Square,E00023516
33,0.0,27.0,0.0,Working - Full Time (30+ HRS),Asian or Asian British - Indian,3,3,2,3,3,6,2,2,4,2,6,3,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,2,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4,Owns With A Mortgage Or Loan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,43.0,0.0,3.0,0.0,0.0,3,8,8,7,9,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,NW16AL,Bryanston and Dorset Square,E00023522
34,0.0,56.0,0.0,Working - Full Time (30+ HRS),White - British,4,4,4,4,3,6,3,4,2,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2.0,5,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,Owns With A Mortgage Or Loan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,44.0,0.0,2.0,0.0,0.0,3,7,8,8,7,2,2.0,2.0,NHS GP in the Westminster City Council Area,1.0,9,NW16AL,Bryanston and Dorset Square,E00023522
35,0.0,54.0,1.0,Working - Full Time (30+ HRS),White - British,4,4,3,3,1,6,2,5,3,3,6,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1.0,1,0.0,2.0,1.0,1.0,5.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Owns With A Mortgage Or Loan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,45.0,0.0,2.0,0.0,0.0,3,9,10,9,9,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,NW16AL,Bryanston and Dorset Square,E00023522
36,0.0,77.0,0.0,Retired,White - British,4,1,6,3,1,1,5,5,5,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3.0,2,1.0,2.0,3.0,4.0,1.0,1.0,8.0,9.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,2.0,2.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Owns Outright,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.0,0.0,1.0,0.0,0.0,3,4,4,6,6,1,1.0,1.0,NHS GP in the Westminster City Council Area,1.0,9,NW16AL,Bryanston and Dorset Square,E00023522
