,Q12 Online,Q28,Q4_Other Ethnic groups - Any other background (type in),Q4_Asian or Asian British - Chinese ,Q5h,Q4_Any - Other White background (type in),Q38,Q36a,Q4_Asian or Asian British - Bangladeshi,Q22_Part Owns And Part Rents (shared Ownership),"Q3_Unemployed, Not Registered-Seeking Work",Q4_White - Eastern European  (type in),Q21,Q5a,Q20,Q22_Owns Outright,Information about public services,Q3_Working - Part Time (8 - 29 HRS),Q3_Full-Time Student,Q4_Mixed - White and Black - African,Q4_Asian or Asian British - Any other Asian Background (type in),Q5j,Q5e,Q22_Live Here Rent Free,Q35,Q3_Working - Full Time (30+ HRS),Q4_Asian or Asian British - Pakistani,AcornTypeCode,Q3_Retired,AGE,Q4_Black or Black British - Any other black background (type in),Q3_Unemployed due to ill health,Q34,Q31,Q5l,Usefulness of offline publication,Q37a,Q5c,Q4_(Refused),Q36c,Q12 Offline,Q3_Registered Unemployed (Job Seeker's Allowance),Q4_Black or Black British -  Caribbean,Q5d,Q30,Q5b,Ward,Q33,Q4_White - Western European,Financial Worry,Q27,Q4_Asian or Asian British - Indian,Q22_Owns With A Mortgage Or Loan,Q36b,Q22_Rents A Room In A Shared Property,S1,Q32,Q4_Other Ethnic groups - Arab,Q5g,Q4_Black or Black British - African ,Q4_Mixed - White and Black - Caribbean,Q29,Number of Council Services accessed,Q25,Q4_White - Irish,Q22_Rents (With Or Without Housing Benefit),Q5i
10,0.25,0.0,0.0,0.0,0.2,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.125,1.0,0.25,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8333333333333334,1.0,0.0,0.03225806451612903,0.0,0.26595744680851063,0.0,0.0,0.6666666666666666,0.5,0.8,0.6666666666666666,1.0,0.6,0.0,0.3333333333333333,0.25,0.0,0.0,0.2,1.0,1.0,0.05,0.6666666666666666,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0
11,0.25,0.027777777777777776,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.8,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.25,1.0,0.0,0.25806451612903225,0.0,0.43617021276595747,0.0,0.0,0.6666666666666666,0.5,0.4,0.5,1.0,0.8,0.0,0.3333333333333333,0.25,0.0,0.0,0.8,1.0,1.0,0.05,0.6666666666666666,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.8
12,0.0,0.0,0.0,0.0,0.2,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.125,0.0,,0.0,1.0,0.0,0.0,0.2,,1.0,0.16666666666666666,0.0,0.0,0.25806451612903225,0.0,0.2127659574468085,0.0,0.0,0.9166666666666666,0.5,0.6,,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,0.2,1.0,0.6,0.05,0.9166666666666666,0.0,0.0,0.20833333333333334,0.0,0.0,0.3333333333333333,0.0,1.0,0.9166666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.6
13,0.25,0.027777777777777776,0.0,0.0,0.4,1.0,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.4,1.0,0.5,0.0,0.0,0.03225806451612903,0.0,0.2553191489361702,0.0,0.0,0.8333333333333334,0.5,0.4,,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.05,0.8333333333333334,0.0,0.0,0.20833333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.4,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.4
14,0.25,0.0,0.0,0.0,0.8,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.125,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.75,0.0,0.0,0.22580645161290322,1.0,0.8191489361702128,0.0,0.0,0.6666666666666666,0.5,0.8,0.16666666666666666,1.0,,0.0,0.3333333333333333,0.5,0.0,0.0,0.8,1.0,1.0,0.05,1.0,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.5833333333333334,0.0,0.6,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0
15,0.0,0.0,0.0,0.0,0.6,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.2,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.6666666666666666,1.0,0.0,0.22580645161290322,0.0,0.26595744680851063,0.0,0.0,0.6666666666666666,0.5,0.6,,1.0,0.2,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.05,0.5833333333333334,1.0,0.0,0.125,0.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.6
16,0.25,0.0,0.0,0.0,0.8,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,,0.4,0.125,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.5,1.0,0.0,0.25806451612903225,0.0,0.32978723404255317,0.0,0.0,0.6666666666666666,0.5,0.4,,0.0,0.8,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.05,0.6666666666666666,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.8,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.8
17,0.0,0.08333333333333333,0.0,0.0,0.8,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.6666666666666666,0.0,0.0,0.03225806451612903,0.0,0.6170212765957447,0.0,0.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.0,,0.0,0.3333333333333333,0.25,0.0,0.0,1.0,1.0,1.0,0.05,0.6666666666666666,0.0,0.125,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8
18,0.0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.125,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.5833333333333334,0.0,0.0,0.25806451612903225,1.0,0.9042553191489362,0.0,0.0,0.8333333333333334,0.5,0.6,0.3333333333333333,1.0,,0.0,0.3333333333333333,0.5,0.0,0.0,0.2,0.3333333333333333,0.2,0.05,0.8333333333333334,1.0,0.0,0.041666666666666664,0.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,1.0
19,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,,1.0,0.25,0.0,0.4375,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.4166666666666667,1.0,0.0,0.25806451612903225,0.0,0.4787234042553192,0.0,0.0,0.75,0.5,0.8,0.8333333333333334,1.0,0.8,0.0,0.6666666666666666,0.25,0.0,0.0,1.0,1.0,1.0,0.05,0.6666666666666666,0.0,0.25,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.5833333333333334,0.0,0.8,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.8
20,0.0,0.0,0.0,0.0,0.6,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.6,0.25,0.0,0.4375,1.0,0.0,0.0,0.0,0.8,,1.0,0.16666666666666666,0.0,0.0,0.25806451612903225,0.0,0.26595744680851063,0.0,0.0,0.75,0.5,0.2,0.6666666666666666,0.0,0.4,0.0,0.3333333333333333,0.25,0.0,0.0,0.6,1.0,0.6,0.05,0.75,0.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.75,1.0,0.8,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.6
21,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.5833333333333334,1.0,0.0,0.25806451612903225,0.0,0.5851063829787234,0.0,0.0,0.75,0.5,0.4,0.3333333333333333,1.0,0.6,0.0,0.3333333333333333,0.25,0.0,0.0,0.8,1.0,0.8,0.05,0.6666666666666666,1.0,0.0,0.08333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.75,0.0,0.8,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0
22,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6,0.25,0.0,0.45,1.0,0.0,0.0,0.0,0.6,,1.0,0.75,0.0,0.0,0.03225806451612903,0.0,0.4574468085106383,0.0,0.0,0.4166666666666667,0.5,0.8,,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.6,1.0,0.6,0.05,0.3333333333333333,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6
23,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,,0.8,0.125,0.0,0.3125,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.25,1.0,0.0,0.25806451612903225,0.0,0.3723404255319149,0.0,0.0,0.5833333333333334,0.5,0.2,0.3333333333333333,1.0,0.6,0.0,0.3333333333333333,0.25,0.0,0.0,0.8,1.0,0.8,0.05,0.75,1.0,0.0,0.041666666666666664,0.0,0.0,0.6666666666666666,0.0,0.0,0.75,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.8
24,0.0,0.0,0.0,0.0,0.8,0.0,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.8,0.125,0.0,0.55,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.5833333333333334,1.0,0.0,0.25806451612903225,0.0,0.3404255319148936,0.0,0.0,0.6666666666666666,0.5,0.6,0.3333333333333333,1.0,0.8,0.0,0.3333333333333333,0.25,0.0,0.0,0.8,1.0,0.8,0.1,0.6666666666666666,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.6
25,0.0,0.0,0.0,1.0,0.4,0.0,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.2,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.3333333333333333,1.0,0.0,,0.0,,0.0,0.0,0.5,0.5,0.2,0.5833333333333334,0.0,0.2,0.0,0.3333333333333333,0.5,0.0,0.0,0.4,1.0,0.2,0.1,0.5,0.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.4
26,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.6,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.3333333333333333,1.0,0.0,0.25806451612903225,0.0,,0.0,0.0,0.75,0.5,0.4,0.25,0.0,0.6,0.0,0.3333333333333333,0.5,0.0,0.0,0.6,1.0,0.6,0.1,0.75,0.0,0.0,0.125,0.0,1.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,0.4,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4
27,0.0,0.0,0.0,0.0,0.2,0.0,0.8888888888888888,,0.0,0.0,0.0,0.0,0.75,0.2,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.25,1.0,0.0,0.25806451612903225,0.0,,0.0,0.0,0.75,0.5,0.2,0.16666666666666666,0.0,0.2,0.0,0.3333333333333333,0.25,0.0,0.0,0.2,1.0,0.2,0.1,0.75,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.2
28,0.0,0.0,0.0,0.0,0.4,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.4,0.125,0.0,0.75,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.5,1.0,0.0,0.25806451612903225,0.0,0.24468085106382978,0.0,0.0,0.75,0.0,0.6,,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.8,1.0,0.4,0.1,0.8333333333333334,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.4
29,0.0,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.75,0.8,0.25,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.4,0.0,0.08333333333333333,0.0,0.0,0.25806451612903225,0.0,0.32978723404255317,0.0,0.0,0.8333333333333334,0.0,0.2,,0.0,0.6,0.0,0.6666666666666666,0.0,0.0,0.0,0.6,1.0,0.8,0.1,0.8333333333333334,0.0,0.125,0.041666666666666664,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0
30,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.6,0.25,1.0,0.25,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6666666666666666,1.0,0.0,0.25806451612903225,0.0,,0.0,0.0,0.75,0.5,0.2,0.16666666666666666,1.0,0.2,0.0,0.3333333333333333,0.25,0.0,0.0,0.2,1.0,0.6,0.1,0.75,1.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.75,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6
31,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.6,0.125,1.0,0.4,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.3333333333333333,0.0,1.0,0.25806451612903225,1.0,0.7872340425531915,0.0,0.0,0.75,0.5,0.8,0.16666666666666666,1.0,,0.0,0.3333333333333333,0.5,0.0,0.0,0.6,1.0,0.6,0.1,0.8333333333333334,0.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,0.0,0.8,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6
32,0.0,0.08333333333333333,0.0,0.0,0.6,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,,0.2,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.4,0.2,0.0,0.08333333333333333,0.0,0.0,0.25806451612903225,0.0,0.20212765957446807,0.0,0.0,0.8333333333333334,,0.6,,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.2,1.0,0.2,0.1,0.75,1.0,0.0,0.125,0.0,0.0,0.3333333333333333,1.0,1.0,0.75,0.0,0.6,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.2
33,0.25,0.0,0.0,0.0,0.4,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.75,1.0,0.0,0.25806451612903225,0.0,0.2872340425531915,0.0,0.0,0.5833333333333334,0.5,0.6,0.3333333333333333,1.0,0.4,0.0,0.3333333333333333,0.25,0.0,0.0,0.6,1.0,0.6,0.1,0.6666666666666666,0.0,0.0,0.125,1.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.8
34,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.8,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.5833333333333334,1.0,0.0,0.25806451612903225,0.0,0.5957446808510638,0.0,0.0,0.6666666666666666,0.5,,0.3333333333333333,1.0,0.8,0.0,0.6666666666666666,0.5,0.0,0.0,0.8,1.0,0.8,0.1,0.6666666666666666,1.0,0.0,0.08333333333333333,0.0,1.0,0.6666666666666666,0.0,0.0,0.5833333333333334,0.0,0.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4
35,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.8,0.125,0.0,0.3,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.75,1.0,0.0,0.25806451612903225,0.0,0.574468085106383,0.0,0.0,0.75,0.5,0.4,0.16666666666666666,1.0,0.6,0.0,0.3333333333333333,0.75,0.0,0.0,0.6,1.0,0.8,0.1,0.8333333333333334,1.0,0.0,0.08333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.75,0.0,0.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6
36,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.8,0.125,1.0,0.65,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.5,0.0,0.0,0.25806451612903225,1.0,0.8191489361702128,0.0,0.0,0.5,0.5,0.2,0.25,1.0,,0.0,0.3333333333333333,0.5,0.0,0.0,0.6,1.0,0.2,0.1,0.3333333333333333,1.0,0.0,0.041666666666666664,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0
37,0.0,0.0,0.0,0.0,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.2,0.5,1.0,0.65,0.0,0.0,0.0,1.0,0.4,0.2,0.0,0.16666666666666666,1.0,0.0,0.25806451612903225,0.0,0.23404255319148937,0.0,0.0,0.9166666666666666,1.0,0.2,0.3333333333333333,0.0,0.2,0.0,0.6666666666666666,0.5,0.0,0.0,0.4,1.0,0.4,0.1,0.9166666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.9166666666666666,0.0,0.2,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.2
38,0.5,0.027777777777777776,0.0,0.0,0.8,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.6,0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.08333333333333333,1.0,0.0,0.25806451612903225,0.0,0.5,0.0,0.0,0.75,0.5,0.4,0.25,1.0,0.4,0.0,0.3333333333333333,0.5,0.0,0.0,0.8,1.0,1.0,0.1,0.8333333333333334,0.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.0,0.6,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.6
