,pcd7,Large User,Total households,Population aged 65+,Females,Females aged 5-9,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males,Males aged 5-9,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,PC_Area,Mean Income,Median Income,Mode Income,Lower Quartile
10,W1H1PG,0.0,0.030864197530864196,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.03636363636363636,0.03409090909090909,0.024390243902439025,W,0.4813233724653148,0.46176470588235297,0.20454545454545456,0.41757827246203966
11,W1U5BF,0.0,0.006172839506172839,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,W,0.5069370330843116,0.5,0.29545454545454547,0.46784232369027734
12,W1H5HE,0.0,0.19135802469135801,0.19444444444444445,0.20987654320987653,0.08333333333333333,0.14285714285714285,0.175,0.16666666666666666,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.20915032679738563,0.07692307692307693,0.25,0.21875,0.2222222222222222,0.125,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.17307692307692307,0.1125,0.175,0.14545454545454545,0.07954545454545454,0.1951219512195122,W,0.5891141942369263,0.552131963882353,0.29545454545454547,0.4785744755251929
13,W1U5JQ,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.011363636363636364,0.0,W,0.37566702241195304,0.3588235294117647,0.1590909090909091,0.33316044257121663
14,W1H2JY,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03409090909090909,0.0,W,0.6808964781216649,0.6764705882352942,0.38636363636363635,0.6521438450873148
15,W21DQ,0.0,0.12345679012345678,0.041666666666666664,0.11728395061728394,0.041666666666666664,0.07142857142857142,0.05,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.12418300653594772,0.038461538461538464,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09615384615384616,0.0875,0.1,0.07272727272727272,0.10227272727272728,0.0975609756097561,W,0.2700106723585913,0.24292394776470588,0.11363636363636363,0.2126556016773988
16,W21PP,0.0,0.012345679012345678,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01818181818181818,0.022727272727272728,0.0,W,0.5528281750266809,0.5450980391764706,0.29545454545454547,0.5103734440257571
17,W1U6HB,0.0,0.006172839506172839,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,W,0.9413020277481323,0.9663865545882352,1.0,0.9867219917831304
18,W1K2BW,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,W,0.8815368196371398,0.8705882352941177,1.0,0.8336099585754033
19,W111BD,0.0,0.24691358024691357,0.09722222222222222,0.2345679012345679,0.08333333333333333,0.21428571428571427,0.1,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.27450980392156865,0.19230769230769232,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.1625,0.175,0.2,0.17045454545454544,0.1951219512195122,W,0.2838847385272145,0.2559360457647059,0.11363636363636363,0.22736762436326702
20,W1H4HQ,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.04878048780487805,W,0.5090715048025614,0.5,0.29545454545454547,0.46784232369027734
21,W1U5ET,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03409090909090909,0.0,W,0.8089647812166488,0.8176470588235294,1.0,0.7887589588870338
22,W1D3SQ,0.0,0.018518518518518517,0.0,0.030864197530864196,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.0,0.022727272727272728,0.0,W,0.5368196371398078,0.5242966751764706,0.29545454545454547,0.4918816526051354
23,WC2E7NE,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.024390243902439025,WC,0.3233724653148346,0.3155080214117647,0.1590909090909091,0.29164196796611136
24,W1U3EE,0.0,0.012345679012345678,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.011363636363636364,0.0,W,0.5528281750266809,0.5450980391764706,0.29545454545454547,0.5103734440257571
25,W1D7HA,0.0,0.012345679012345678,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01818181818181818,0.011363636363636364,0.0,W,0.3223052294557097,0.3094629156470588,0.1590909090909091,0.29038489061330996
26,SW1V3BP,0.0,0.345679012345679,0.2777777777777778,0.3765432098765432,0.16666666666666666,0.14285714285714285,0.3,0.25,0.1111111111111111,0.2857142857142857,0.5,0.3333333333333333,0.0,0.0,0.43137254901960786,0.15384615384615385,0.375,0.25,0.2222222222222222,0.125,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.17307692307692307,0.2625,0.375,0.34545454545454546,0.2159090909090909,0.3902439024390244,SW,0.3489861259338314,0.3179800222352941,0.1590909090909091,0.27402362489410986
27,WC2H9JR,0.0,0.024691358024691357,0.041666666666666664,0.030864197530864196,0.0,0.07142857142857142,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.05,0.01818181818181818,0.022727272727272728,0.04878048780487805,WC,0.35432230522945574,0.341997264,0.1590909090909091,0.309001609033942
28,W22QX,0.0,0.15432098765432098,0.06944444444444445,0.11728395061728394,0.041666666666666664,0.0,0.05,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.21568627450980393,0.07692307692307693,0.125,0.09375,0.1111111111111111,0.125,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.1125,0.075,0.07272727272727272,0.19318181818181818,0.17073170731707318,W,0.4258271077908218,0.4067584481176471,0.20454545454545456,0.3696037752173945
29,NW80JE,0.0,0.09259259259259259,0.08333333333333333,0.12962962962962962,0.125,0.07142857142857142,0.05,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.11538461538461539,0.125,0.125,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.07692307692307693,0.075,0.15,0.16363636363636364,0.06818181818181818,0.12195121951219512,NW,0.8847385272145144,0.9089184061176471,1.0,0.8965112470536524
30,WC2E7PB,0.0,0.030864197530864196,0.013888888888888888,0.018518518518518517,0.0,0.0,0.025,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0392156862745098,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.022727272727272728,0.07317073170731707,WC,0.5368196371398078,0.5147058823529411,0.29545454545454547,0.46675178221300845
31,SW1X7JN,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,SW,0.3927427961579509,0.3764705882352941,0.1590909090909091,0.34798189357659604
32,SW1V4NB,0.0,0.13580246913580246,0.05555555555555555,0.12345679012345678,0.041666666666666664,0.07142857142857142,0.075,0.08333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.13725490196078433,0.0,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.1125,0.125,0.03636363636363636,0.13636363636363635,0.14634146341463414,SW,0.48665955176093917,0.4657133571764706,0.29545454545454547,0.430085104533617
33,W23JT,0.0,0.35802469135802467,0.08333333333333333,0.2222222222222222,0.041666666666666664,0.07142857142857142,0.1,0.08333333333333333,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.28104575163398693,0.07692307692307693,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.2125,0.175,0.10909090909090909,0.29545454545454547,0.17073170731707318,W,0.5474919957310566,0.5285832642352941,0.29545454545454547,0.483521999455064
34,W1U5BP,0.0,0.15432098765432098,0.1527777777777778,0.11728395061728394,0.041666666666666664,0.14285714285714285,0.125,0.08333333333333333,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.1503267973856209,0.038461538461538464,0.125,0.1875,0.2222222222222222,0.125,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.057692307692307696,0.0625,0.125,0.10909090909090909,0.06818181818181818,0.0975609756097561,W,0.4503735325506937,0.40977550435294113,0.1590909090909091,0.35229944672218255
35,W1G7EG,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,W,0.6905016008537886,0.6705882352941176,1.0,0.5812586446415982
36,NW89SP,0.0,0.10493827160493827,0.08333333333333333,0.18518518518518517,0.08333333333333333,0.0,0.1,0.08333333333333333,0.0,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.0,0.0,0.19607843137254902,0.07692307692307693,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.09615384615384616,0.1375,0.2,0.10909090909090909,0.13636363636363635,0.1951219512195122,NW,0.759871931696905,0.7496871089411765,1.0,0.7097380705983185
37,W1K2NR,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,W,0.6371398078975453,0.6274509803529412,0.29545454545454547,0.5954356846967166
38,W104EW,0.0,0.09259259259259259,0.027777777777777776,0.06790123456790123,0.041666666666666664,0.0,0.025,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0915032679738562,0.07692307692307693,0.0,0.03125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0375,0.075,0.09090909090909091,0.03409090909090909,0.07317073170731707,W,0.27641408751334046,0.2449866310588235,0.11363636363636363,0.2136929460799745
39,SW1H9HE,0.0,0.2037037037037037,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.14285714285714285,0.175,0.08333333333333333,0.1111111111111111,0.2857142857142857,0.16666666666666666,0.0,0.0,0.0,0.1437908496732026,0.0,0.125,0.15625,0.2222222222222222,0.25,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.1,0.175,0.03636363636363636,0.10227272727272728,0.14634146341463414,SW,0.4973319103521878,0.4774225042352941,0.29545454545454547,0.4274922864794599
40,NW80ET,0.0,0.1419753086419753,0.125,0.18518518518518517,0.125,0.14285714285714285,0.15,0.08333333333333333,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.19607843137254902,0.07692307692307693,0.125,0.09375,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.09615384615384616,0.1,0.2,0.16363636363636364,0.10227272727272728,0.17073170731707318,NW,0.6574172892209178,0.6313725490588236,0.38636363636363635,0.57634007964119
41,W1G6BB,0.0,0.024691358024691357,0.027777777777777776,0.024691358024691357,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.025,0.03636363636363636,0.03409090909090909,0.024390243902439025,W,0.41408751334044824,0.4162895927058824,0.29545454545454547,0.4050582889174322
42,W1D4DD,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,W,0.4887940234791889,0.4852941176470588,0.25,0.4536652836351589
43,NW87PD,0.0,0.043209876543209874,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.022727272727272728,0.04878048780487805,NW,0.23372465314834578,0.21518350929411767,0.11363636363636363,0.1925092814558099
44,W1K7QN,0.0,0.012345679012345678,0.013888888888888888,0.006172839506172839,0.0,0.0,0.025,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.03409090909090909,0.0,W,0.7342582710779082,0.7107843137647059,1.0,0.7001276731493881
45,W93ED,0.0,0.5740740740740741,0.3194444444444444,0.5864197530864198,0.20833333333333334,0.21428571428571427,0.3,0.3333333333333333,0.2222222222222222,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.5882352941176471,0.07692307692307693,0.125,0.34375,0.5555555555555556,0.125,0.3333333333333333,0.15384615384615385,0.0,0.0,0.0,0.4423076923076923,0.425,0.525,0.2545454545454545,0.4431818181818182,0.5853658536585366,W,0.39807897545357523,0.3770359402352941,0.1590909090909091,0.33909277680407407
46,SW1P3HS,0.0,0.030864197530864196,0.013888888888888888,0.037037037037037035,0.0,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0125,0.075,0.0,0.022727272727272728,0.0975609756097561,SW,0.8548559231590181,0.8725490196470589,1.0,0.8538940313115264
47,W1G7HB,0.0,0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026143790849673203,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.05,0.0,0.022727272727272728,0.024390243902439025,W,0.7214514407684098,0.712802768117647,1.0,0.6804979253676762
48,SW1A1NH,0.0,0.09259259259259259,0.1111111111111111,0.09259259259259259,0.0,0.0,0.05,0.08333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16993464052287582,0.038461538461538464,0.125,0.1875,0.2222222222222222,0.125,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.057692307692307696,0.0625,0.125,0.05454545454545454,0.10227272727272728,0.17073170731707318,SW,0.7705442902881536,0.7662957075294118,1.0,0.7442946058708958
49,W1G7HX,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,W,0.5314834578441836,0.5220588235294118,0.29545454545454547,0.4933609958915652
50,W1K7TW,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,W,0.6776947705442903,0.6890756302352941,0.4318181818181818,0.716953171320909
51,W1D6BW,0.0,0.024691358024691357,0.013888888888888888,0.018518518518518517,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0392156862745098,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.022727272727272728,0.07317073170731707,W,0.3468516542155816,0.33594771247058824,0.1590909090909091,0.3124401533122357
52,NW89RA,0.0,0.05555555555555555,0.013888888888888888,0.05555555555555555,0.041666666666666664,0.0,0.025,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.058823529411764705,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.05,0.05,0.01818181818181818,0.045454545454545456,0.07317073170731707,NW,0.4589114194236926,0.4686054196470588,0.29545454545454547,0.4658641320428103
53,W1G8JL,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.011363636363636364,0.0,W,0.4471718249733191,0.4248366012941176,0.20454545454545456,0.3997925311535097
54,SW1P2HY,0.0,0.043209876543209874,0.013888888888888888,0.037037037037037035,0.0,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0125,0.075,0.0,0.022727272727272728,0.024390243902439025,SW,0.4535752401280683,0.44067796611764704,0.20454545454545456,0.407267697768238
55,NW88TA,0.0,0.3765432098765432,0.3055555555555556,0.8148148148148148,0.5416666666666666,0.35714285714285715,0.275,0.16666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.7450980392156863,0.46153846153846156,0.125,0.34375,0.2222222222222222,0.125,0.5,0.07692307692307693,0.1111111111111111,0.3333333333333333,1.0,0.8461538461538461,0.525,0.55,0.8,0.2840909090909091,0.5365853658536586,NW,0.3607257203842049,0.3406540248235294,0.1590909090909091,0.29943742947298235
56,WC2H9JP,0.0,0.006172839506172839,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,WC,0.2945570971184632,0.28151260505882353,0.1590909090909091,0.2658195020967485
57,W21QT,0.0,0.037037037037037035,0.027777777777777776,0.04938271604938271,0.0,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.038461538461538464,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.05,0.05,0.03636363636363636,0.03409090909090909,0.04878048780487805,W,0.7289220917822838,0.7197231834117647,1.0,0.6804979253676762
58,W1B5PX,0.0,0.012345679012345678,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.011363636363636364,0.024390243902439025,W,0.33084311632870866,0.3196930945882353,0.1590909090909091,0.2977178423483583
59,SW1W8RX,0.0,0.20987654320987653,0.041666666666666664,0.12345679012345678,0.0,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.038461538461538464,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.125,0.175,0.10909090909090909,0.11363636363636363,0.1951219512195122,SW,0.288153681963714,0.2667827951764706,0.1590909090909091,0.24112000904490624
60,SW1P1QP,0.0,0.1111111111111111,0.09722222222222222,0.09259259259259259,0.041666666666666664,0.07142857142857142,0.05,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1568627450980392,0.038461538461538464,0.25,0.15625,0.1111111111111111,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.038461538461538464,0.0625,0.125,0.07272727272727272,0.09090909090909091,0.14634146341463414,SW,0.8601921024546425,0.875743555882353,1.0,0.8631578948890587
61,W1S1PG,0.0,0.006172839506172839,0.013888888888888888,0.006172839506172839,0.0,0.07142857142857142,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.7790821771611526,0.7549019608235294,1.0,0.7372060857582744
62,SW1W9EL,0.0,0.037037037037037035,0.013888888888888888,0.043209876543209874,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.038461538461538464,0.125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.125,0.01818181818181818,0.022727272727272728,0.0975609756097561,SW,0.9391675560298826,0.9579831932941176,1.0,0.9356846473805547
